id,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19
77,23.0719763,22.823539408800002,22.93088820637261,22.944027357191732,22.9001933908,22.758045282399998,23.0236848278,22.776680681,22.941242556842614,22.837917063699997,22.92447309638668,22.937778180582576,22.934122961909004,22.858335078299998,22.9559658336,22.6499119956,22.9537763135,22.955516016199997,22.7654349198,22.9252106318
78,24.1661276997,24.3400945669,25.047186060900003,24.9198530542,24.3121138903,23.9882535461,24.247506805,24.4795088533,25.0949322477,24.6296346506,24.320183275700003,24.6826673874,24.345838305500003,24.5115237754,24.4207004648,25.320102727800002,24.6553967946,24.8761771442,24.7091052544,23.9497878998
79,24.415843150834025,24.479458653751777,24.1738307077,24.1978614041,24.679432957600003,24.435219443481717,24.5930804773,24.577885555100004,24.5696736067,23.924291481199997,24.0621533228,24.485819691520145,24.2395929381,25.487145631199997,24.429613410199998,24.5683902914,24.482618388800002,24.5891086038,24.42196204773086,24.49508567480972
81,23.711754180991242,23.7534557896931,24.145770478000003,23.751692823261504,23.767187282629898,23.678332108548002,23.7604254679,23.582874304,24.036795973,23.9361829875,23.6684662038,23.762697138702645,23.4142940219,23.77607371615571,23.8403414864,23.8289886938936,23.7048177755,23.79351280239477,23.6213749289,23.505657958
82,23.8926608572,23.2990558098,23.5252317249,23.439514586599998,23.4953762452,23.7978362566,23.768477981,23.742374537399996,23.63485033,23.873771123,23.6219519748,23.614291093545205,23.9052597823,23.220627567399998,23.7907694996,23.656501766199998,23.613775479824696,23.0597742306,23.63055084697572,23.453138190100002
83,24.1278506685,24.5071935269,24.483225734899996,24.31428332817884,24.5896647262,24.0783631215,24.2907597367,24.217175943,24.344348581651833,24.4001975717,24.450097157600002,24.3910144694,24.1735741497,24.36835962409218,24.301241121900002,24.652409751700002,24.480824761300003,24.148121141300003,24.241896059499997,24.4275520641
84,24.374172023299998,24.582777580300004,24.577357750999997,24.2940090765,24.6906548031,23.8824267921,24.7258187378,24.54979015320329,24.521126142639407,24.6400439906,24.6713239959,24.5863431254,24.4971845708,24.7926336431,24.526213778600003,24.7345620939,24.5819436769,24.370940922600003,24.55234289088,24.549898460772813
88,22.60005985010667,22.5621622427,22.484702685622317,22.7613708341,22.504729845799403,22.973243746799998,22.503560331054516,22.468636612047835,22.479287671657612,22.515183270164822,22.470733942600003,22.187820766599998,22.633558126500002,22.3111128588,22.462832999499998,22.2833632902,21.8630742368,22.8348769583,21.8841614031,22.46274203017208
90,24.258873839699998,24.0833188706,24.2852280896,24.0188839704,24.351853779000002,24.076612051599998,24.1882539827,24.087194560700002,23.9845300829,24.1162774491,24.011289040500003,24.0079433511,24.1592560407,24.2616140287,24.041346874699997,23.966989268000003,24.14842852280848,24.2264766391,24.420332760300003,24.226707573800002
91,23.412282904,23.6193315843,23.8033530244,23.987851719899997,23.792793366199998,23.246272506999997,23.6595822948,23.8223710042,23.733331007101686,24.096613675100002,23.435876888899998,23.553504888699997,23.677333874400002,23.6325869989,23.6633158768,24.0824610738,23.6132540742,23.1498736234,23.835177680300003,23.424593296399998
98,24.965433635300002,24.590416828400002,24.581098292199997,25.060396137399998,24.762070600500003,25.1312371352,24.3582639406,25.9198170349,24.5959052171,24.5952852056,25.0463524567,24.877481841411786,24.842855021219442,25.1133635971,24.923781900358225,24.874760997600003,24.814466470624044,24.806365530647778,24.835277863804276,24.8161364762
100,24.4159181278,24.6148853797,24.345654835,24.526805786599997,24.320646882662363,23.3647680921,23.153622274,24.8499936829,23.9673296867,25.2795176306,23.2164014021,23.810076049,24.15741439048147,24.415772404499997,23.517013621300002,24.0987008321,24.399776822199996,26.1575033079,24.104497314899998,24.6918911608
101,24.168138713688407,23.715709368200002,24.0339101921,24.186906515500002,24.185191744295043,24.320937763299998,24.274176888600003,23.8994388404,23.6321129179,24.088983590747347,24.642608572399997,24.154887429645267,23.6139758948,24.392899083299998,24.2751073896,24.15153640223484,24.394905478000002,24.7700540243,24.1971844302,23.8371929439
102,23.2947755758,22.747198448200002,22.8646462772,22.8925485148,22.96653628595609,23.0887151723,22.572044691,23.2189005269,22.9110752764,22.99450013077928,22.821768720599998,22.9627641895,22.8794562854,22.7600269759,23.005888442025267,22.9773805372077,22.9922231622,23.024006029699997,23.0042814708,22.7994318571
104,23.296837499218384,23.262448927170265,23.286548423908865,23.262439971681314,23.265502337613064,23.1337847187,24.7972689024,22.7838919382,23.016661741500002,22.9087161982,23.27222779107065,22.5317423069,23.0018824018,23.26355012403549,23.302906433,23.878173319000002,23.29244294392935,22.5943161222,22.950343378600003,23.871869406
106,23.5047202658,23.61943001042101,23.66228228303216,23.345198991900002,23.4010067938,23.6034904109062,23.615349154565248,23.755522426,23.659427634422,23.63498271789924,23.623070024388895,23.653586131199997,23.636688137949346,23.813559443600003,23.5986656588,23.5993335537,23.6544340719064,23.633949341799998,23.674197494,23.827860340300003
108,23.3759496138,22.533083635700002,23.15488069254504,22.6719477994,22.592758650700002,23.7135439569,23.142923152657144,23.213473746411715,23.296251460900002,23.11777872476789,24.4852912877,22.7173243878,22.5920129523,23.2730562538,23.237065864557394,23.228597050799998,22.910600639699997,22.8694241669,23.3324356531,23.041264317899998
109,23.2228712325,23.5599583041,22.8756016502,23.1350033931,23.7339000927,23.375865748600003,22.916490091900002,22.793170865300002,22.867215461300002,22.968874732800003,22.993087889699996,23.0739958904,23.1945431,22.919219160700003,23.1405773523,22.508987271,22.8109496754,23.702437552,23.1859325552,23.2245283003
110,23.1784822773,22.842748983099998,24.7002787992,23.66085645968331,23.62910859880021,22.911294088200002,22.7265351077,23.9797312621,23.710701069110325,23.689533672569986,23.58450247480873,23.62582796018142,22.996176313099998,23.3405231787,24.3239431314,23.836226147881014,23.8534655,24.1288161077,23.70406453236103,23.4389137
112,22.428910945300004,22.6150833964,23.06304439894518,22.999863549539832,22.95187329143618,21.7938921571,22.865477896610948,22.973254520815413,22.7066204418,23.01114114358403,23.1214881798,22.97163893977204,23.1877759736,23.324559006599998,23.133975777699998,22.700888814899997,23.327731561799997,23.1914321654,22.8957539001,23.0110490358
113,24.4880616471,24.735087745900003,24.195764799300807,24.5283327491,23.686603597399998,24.492398261599998,24.349362168731094,24.307356087032662,23.535169168299998,24.283600152800002,24.7061154953,24.29813318231576,24.8290825012,24.1937960822,24.34238218384789,24.203070286599097,24.253131136584518,23.9618737522,24.24863530478243,24.32045254032969
114,23.445653744899996,23.43527336087125,23.6050794669,24.148404009,23.488555991351028,22.470911884499998,23.6366939849,24.2342299396,23.541072922098273,23.534774777221518,23.4236039239,23.58011362217601,23.5901456006,23.489209124362862,24.0749940354,23.119436019499997,23.258902152399997,23.275026175,23.6569288114,23.59624721537089
116,23.3987026804,23.2902741266,23.3696707952,23.2429805019,23.309855994790937,23.7223611845,23.372587401999997,23.3250525542,23.6100630806,22.6736089254,23.2361625922,23.4592866988,22.9253514703,23.2365144766,23.359100320023757,23.318199060599998,23.051485446300003,23.3502152137,22.964260865700002,23.8564536427
117,23.059062017800002,23.087577577399998,22.866907255100003,23.22001383086417,23.0662657598,23.2708934343,22.9976606371,23.23598710745329,23.310631741799998,23.2108080186,23.592285082600004,23.5101946378,23.5974164279,22.9298349454,23.1992063887,23.1062163718,23.224339835621535,22.9202905129,23.346459218200003,23.2083054473
119,22.524886822703564,22.683151432600003,22.407734485,22.50269097054264,22.488682205981746,22.4623135251,22.4120555564,22.451731860016363,22.544840741327373,22.391827218699998,22.151402990799998,22.330067989699998,22.4401729675,22.409410847100002,22.336514166799997,22.48662062621473,22.3070435704,22.6054374012,22.48786869881301,22.3598951729
126,23.141606278,23.258932238160366,23.236563508393125,23.513402894499997,23.3303203585,23.301119411233728,23.5490966295,23.211193429541098,22.6912441629,23.243257961242204,23.041553498400003,22.9301004037,23.246941809872553,23.232600432697474,23.228375495799998,22.754724580500003,23.545811565999998,23.639605236100003,23.209064913000002,23.1815066249
127,23.761096788499998,23.343180351300003,23.514150965,23.77298938239434,23.69585447317786,23.108186696199997,23.3212373186,24.448813699699997,23.75292925414658,23.860430742,23.7179379048,23.760236951969194,23.690612930005944,23.676833755591634,24.244654853000004,23.818864571286923,23.4404305166,23.4989990072,24.3370604731,23.75774383417558
130,24.873728433953772,25.0373436086,24.3246957363,24.9142235566,24.793226121913005,24.9212462848,24.783739940900002,24.868796062635177,24.69444924390098,24.6177197422,25.3319149338,25.0139283169,24.7828970048,24.805845369995897,25.1385594977,24.8078601541,24.5472165594,24.783195116680176,24.683419753499997,25.2189208246
131,23.5439801166,24.053250586999997,23.692020774099998,23.293607751,24.126535419699998,23.8772033385,23.706596775599998,24.2420366959,23.1843205212,23.708176180537677,24.6831711065,24.0757437436,23.923323409899997,23.8743217044,24.0789824713,23.6466384948,23.814813742852287,23.541033661500002,23.5727536793,23.7820277519
133,24.69937174466278,24.3918208574,25.1790261671,24.4842003404,25.610115615500003,24.9018001199,24.7763762220733,24.6568357649,25.1031155288,24.81158380185516,24.919807514299997,24.826982248457064,24.515296931399998,24.86747285947886,24.517044703099998,25.010314776999998,24.854785515896594,25.2599662939,24.83365064307056,24.585221778
136,24.768329820500004,23.777134096799998,23.7319681408,24.1701907057,23.5328723758,24.2976106013,24.0927897882,23.9912885988,23.6329179141,23.740404102,23.8608168763,23.955559842399996,24.5518857458,23.8325487267,23.662433086300002,23.8275156423,23.779309152199996,23.900627722800003,23.5992477244,23.6488591713
137,25.233520572800003,25.13821169885963,25.1435150221,25.263993003299998,25.0874140364,24.4636677378,24.804694018600003,25.923989362100002,25.396394103899997,25.3587453922,25.214811561100003,25.2864835444,25.229626119200002,24.994591750799998,25.726961410900003,24.5364499484,24.6416706931,25.5901489741,25.584009787800003,26.490323480700003
141,23.9149985237,23.777436712014115,24.067202559299997,23.581470218899998,23.773300863000003,24.0147329315,23.805355485840526,23.4745594165,23.59081771,23.545724276999998,23.810419691791772,23.9991132552,23.338840807399997,23.760516220599722,24.5511933028,23.666643561,23.77325419936522,23.627096833000003,23.5933554392,23.770787840900002
143,23.554275417800003,23.4653676622,23.5164781567,23.41274139520821,23.4510057147,23.610219599,23.3076010371,23.3759771259,23.2367289741,23.41046675937045,23.432665409499997,23.2944686792,23.275584943400002,23.585418731500003,23.43481732017508,23.1982611504,23.425397017013577,23.550495550900003,23.2202427394,23.3607833208
144,24.036837991,23.9530771438,23.617718947800004,23.9126352754,23.8072183813,24.0881945849,23.777647989200002,23.7257111666,23.598207606273725,23.3741952907,23.7108119943,23.704196979464154,23.5771587341,23.7020884496,23.6896323639,23.199532776399998,23.616508959,23.8392518933,23.293185586999996,23.4615020366
145,23.6560152199,23.52665684087639,23.541963434107007,23.547840570055513,23.6022351896,23.4221460706,23.55198570027104,23.5044083377,22.9842921996,23.505023955125466,23.7997238988,23.54174156438511,23.197612235300003,23.7194803525,23.577986829882782,23.3551122569,23.52610153780862,23.712318262399997,23.649593222100002,23.5472383662
146,24.29947630626791,24.315201685103826,24.412785114200002,23.734768218299997,24.1702798773,25.792700996199997,23.265810926900002,25.1080380965,24.158659758223468,24.3524057198,24.4170074238,24.1792054356,25.1672062806,23.9914412402,24.2811176357961,24.179160644240735,24.189890892399998,24.4337581008,23.754621430300002,23.233619766700002
147,24.156164177124925,24.6444252842,23.8069649021,24.3580283071,23.8517225892,24.2424261368,24.1895080983,23.8591367705,23.9863302386,23.9417796973,24.12935360199219,24.2389939983,24.027660811599997,24.233893824099997,24.5392529493,23.9086460347,24.0602848667,23.6082147779,24.3330370523,24.05895868
148,25.2882461778,24.1868396774,23.9818495027,23.2537258404,24.5134058826,24.872621913499998,24.2266058055,24.2819555374,24.3084893421,24.1581306595,24.32267084547635,24.5500610825,24.35527718846754,24.31922579217079,23.9259293755,24.053531213299998,24.3890113754,24.2698105769547,24.2312646409,25.026068946
149,25.121481370399998,25.596338719299997,25.527168989116138,25.7132449903,25.517169519147142,25.481211839621615,25.7434043053,25.553805629664,25.509159418457454,25.684572418600002,25.52495086671635,25.929256599499997,26.691891129499997,25.243457155399998,25.1045629668,25.5526242544,25.8417796501,25.377618599,25.8378602922,25.6783371792
151,23.193433499,22.1081986742,23.121972767,23.275909550500003,23.1754835192,21.6379190344,23.5859856751,24.4734756309,23.7401592268,23.5340647883,22.709213791999996,24.2354286741,22.6552377785,23.8831461107,23.804912014699998,23.9382162383,23.574983396700002,22.5473894996,23.0244889252,23.0436901199
157,24.028166337,24.115457556278535,24.1606110645,24.098123113846253,24.14855473829745,24.426128805999998,24.156316008573917,24.16694790226415,23.5077642083,23.9696088615,24.6848632114,23.950293273000003,23.8069326236,24.10951263425426,24.306589212600002,24.6671168286,24.114059869442872,24.0740819685,23.871644071,24.11155966900139
158,25.342367665300003,24.681765156799997,24.879113624899997,25.17959015,24.755329598699998,24.4619261362,25.056148592,25.267297212800003,24.9285051424,24.855704457391482,25.360760666300003,24.6652666144,25.3492077748,24.765228130500002,24.740177417800002,25.2908832261,24.8447457274,24.847619658200003,24.853106498600003,25.056567564899996
159,25.0073535635,23.852751488499997,24.5172113173,24.558689403899997,24.549432541930095,24.919165169099998,25.062449003,24.639235377009356,24.1725781267,24.504999654299997,24.5410276638,24.3708148776,24.9364531573,24.3001274476,25.048816069,24.51299493326966,24.3951975836,24.7684230542,24.5541861865,24.5194365579
163,23.60884313044299,23.4674105722,23.765840560367955,23.689494804299997,23.810139604899998,23.5898880841,23.057814502,23.687062503701753,24.646521964,23.765364499394824,23.4538329101,23.70588084844871,23.648979843159562,23.704289087607993,23.614141601070955,23.9008604019,23.73525696266504,23.4988961242,23.7448373191,23.3835181691
164,25.5154558232,24.7307939391,25.665711564400002,25.43928042410555,25.0295983543,25.21132865042151,25.2325584529,25.548531735853743,25.4941323209,25.376004807399998,25.574439686199998,25.672021283600003,25.392964989066332,25.404069514279726,25.433181290281,25.463674701741002,24.8066464905,25.106647665,26.3882608725,26.9768014192
165,23.680866299876627,22.705782474499998,23.9475165983,23.897216830999998,24.141863977899998,23.938599045700002,23.70333558860522,23.730118449477338,23.76044453608161,23.780609280698712,23.7601501181,23.791387850575713,24.834633476,23.291353882,22.6470772413,23.591282306900002,23.75513388691107,24.168302499099998,24.049065930500003,23.6555810102
167,23.62356446654791,23.8359398614,23.635711023962603,23.627740356566502,23.255095707800002,23.6351651548,23.594303887484294,23.1988376867,23.642515448147673,24.1506570656,23.580692320153496,23.4786441098,23.370318337399997,23.617829949359574,23.8069207888,23.5087515141,23.426600059000002,24.045746726300003,23.375715096,23.594309069765494
168,24.079756884200002,23.032711088899998,24.0451074135,23.5238533337,23.366051116799998,22.275167481500002,22.8508133013,25.1732686152,23.795820546999998,23.60499203649414,23.60281655242449,23.3938112391,23.6768141329,23.3813834568,24.0613595827,24.158579701599997,23.324628917600002,22.940968902399998,23.5693211184,23.092006203
171,22.9975398908,22.2846365244,24.1856639019,22.0538331071,23.4017224398,22.745619712600003,24.0312072589,23.4637625487,23.6903390079,23.316445856599998,24.1322859004,23.1574805391,22.9019022299,23.2944024064,23.094451934099997,23.515144279082676,23.4384926898,23.6277290256,23.749501152199997,23.498646946599997
173,22.2208656181,22.960466324000002,23.537257285,22.535255030100004,22.5654676823,23.13358795,22.7252987279,23.5404467138,23.4828236687,23.600098680100004,23.236994734099998,22.8736033519,22.4681977104,22.977130954099998,22.8546377877,23.8910761506,23.1384246104,22.895693672600004,23.991354591100002,23.4220109209
174,23.8453395027,23.075234967800004,23.1179862708,22.761314399,23.643619556799997,23.36992205362356,22.322314151399997,23.519078228116015,23.8790924716,23.455938075200063,23.454625804684447,23.352915819,23.42193510578148,23.425208038686826,23.970299408000002,23.45477027228212,23.46609945249571,23.652787046,23.45663342964394,23.942580174899998
175,23.0355989143,22.4026087963,22.5528596725,23.191184474299998,22.6870416612,23.5984265105,23.0684533981,22.8047255042,22.3595140762,22.153169893,22.664090614099997,22.6658950444,23.191001617399998,22.1977693563,23.3291715577,23.1421184608,22.6030054729,23.226715405500002,22.7232350328,22.903201414899996
176,24.733188625100002,24.2942573077,23.9456392411,24.3660457766,24.010172543099998,24.2660910042,23.8032407815,23.583189363400002,23.8163041994,23.6366563337,24.1853641846,23.3439388351,23.242738934499997,23.213378121199998,24.5562667638,23.782954322600002,23.141316014,24.0123960022,24.4863658973,24.0396740477
177,25.1148997313,24.8026256117,24.6065152978,24.4759459901,23.755999590300004,24.855126854899996,24.4844862644,24.8742607875,24.271210429,23.9719412096,24.6993785254,24.5245303908,25.0488358717,24.492802542199996,25.045653411,24.455918615100003,24.4617500917,24.465887375500003,24.5681882906,24.8332970496
178,23.9434495229,24.151404371799998,24.0065230653,24.091462145300003,23.9758120253,24.1396643442,24.3498529344,24.0764688362,23.6433887052,23.7209212941,23.377797613200002,23.9953519627,23.4557763075,24.3381591652,24.2320239116,23.9066923746,23.7258404022,24.0447908784,23.6075542979,24.061538868200003
179,24.3281395503,23.723223803099998,23.7420366809,23.7889514325,24.034942811599997,24.020353637399996,23.945275150500002,24.478097352600003,23.798318295999998,24.026901854400002,23.919483928200002,23.8588085431,23.934787115,23.9229801943,23.9055417303,23.9499932688,24.0686337815,24.1800071973,23.7697941669,24.1489999394
180,25.494409673899998,25.089966955,25.0306324249,25.4382720445,25.0456068968,24.9840467456,25.630576725799997,24.8553516106,24.9540898162,25.0094678762,24.8010499875,25.2948552454,25.4044618925,25.499511425,24.8179667197,24.942601297600003,25.0182480575,25.327141968499998,24.8911548231,25.4690204394
